Dealership,Address,Phone,Year,Make Model,Vehicle Odometer,Vehicle VIN,Amount,Bid Type,Auction Date
AUTONATION INFINITI TUSTIN,,
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16627,JN1CV6AP6DM717307,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16627,JN1CV6AP6DM717307,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,8791,JN1CV6AP9DM724400,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,8791,JN1CV6AP9DM724400,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q70 4X2 V6,17021,JN1BY1AP4EM260018,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q70 4X2 V6,17021,JN1BY1AP4EM260018,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,7850,JN1BV7AP9EM678151,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,7850,JN1BV7AP9EM678151,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16627,JN1CV6AP6DM717307,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16627,JN1CV6AP6DM717307,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,8791,JN1CV6AP9DM724400,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,8791,JN1CV6AP9DM724400,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q70 4X2 V6,17021,JN1BY1AP4EM260018,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q70 4X2 V6,17021,JN1BY1AP4EM260018,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,7850,JN1BV7AP9EM678151,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,7850,JN1BV7AP9EM678151,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
AUTONATION INFINITI SOUTH BAY,,
,,,2012,INFINITI G37 4X2 JOURNEY,29942,JN1CV6AP0CM620408,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G25 4X2 JOURNEY,27033,JN1DV6AP9CM813032,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI FX35 4X2,37269,JN8AS1MU0CM122456,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI FX35 4X2,37269,JN8AS1MU0CM122456,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G25 4X2 JOURNEY,43270,JN1DV6AP6CM812937,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G25 4X2 JOURNEY,43270,JN1DV6AP6CM812937,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX37 4X2,38533,JN8CS1MU2DM140810,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 SPORT,30756,JN1AV7AP5EM691197,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX37 4X2,30837,JN8CS1MU2DM140323,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI FX37 4X2,36842,JN8CS1MU2DM140497,,Bid,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,29942,JN1CV6AP0CM620408,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI G25 4X2 JOURNEY,27033,JN1DV6AP9CM813032,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI FX35 4X2,37269,JN8AS1MU0CM122456,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI FX35 4X2,37269,JN8AS1MU0CM122456,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI EX35 4X2 JOURNEY,47551,JN1AJ0HP3CM401254,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX50 AWD,56471,JN8BS1MW8DM100082,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI G25 4X2 JOURNEY,43270,JN1DV6AP6CM812937,,Bid,2/24/2016 6:09:09 PM
,,,2012,INFINITI G25 4X2 JOURNEY,43270,JN1DV6AP6CM812937,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX37 4X2,38533,JN8CS1MU2DM140810,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 SPORT,30756,JN1AV7AP5EM691197,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX37 4X2,30837,JN8CS1MU2DM140323,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI FX37 4X2,36842,JN8CS1MU2DM140497,,Bid,2/24/2016 6:09:09 PM
NISSAN OF VACAVILLE,,
,,,2012,INFINITI G37 4X2 JOURNEY,29942,JN1CV6AP0CM620408,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,29942,JN1CV6AP0CM620408,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
LOTUS OF LAS VEGAS,,
,,,2012,INFINITI G25 4X2 JOURNEY,27033,JN1DV6AP9CM813032,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G37 4X2 JOURNEY,31347,JN1CV6APXCM933370,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16093,JN1CV6AP2DM713514,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2012,INFINITI G25 4X2 JOURNEY,27033,JN1DV6AP9CM813032,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2012,INFINITI G37 4X2 JOURNEY,31347,JN1CV6APXCM933370,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16093,JN1CV6AP2DM713514,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
AUTOFLEX LEASING,,
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,17961,JN1BV7AP7EM673675,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,17961,JN1BV7AP7EM673675,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,14468,JN1BV7AP9EM675394,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,14468,JN1BV7AP9EM675394,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18303,JN1BV7AP2EM673681,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18303,JN1BV7AP2EM673681,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,38879,5N1AL0MN6DC315208,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,20531,JN1BV7APXEM682631,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X2,16344,JN8AZ2NF2F9570934,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29543,JN1BV7AP9EM683351,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29543,JN1BV7AP9EM683351,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18588,JN1BV7APXEM672648,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,18588,JN1BV7APXEM672648,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,30551,5N1AL0MN9DC313842,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,16246,JN1BV7AP4EM682382,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,16246,JN1BV7AP4EM682382,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,16693,5N1AL0MN9DC327076,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,16693,5N1AL0MN9DC327076,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,18844,JN1BY1AP6DM510325,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI M37 4X2,18844,JN1BY1AP6DM510325,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,23012,JN1BV7AP8EM675595,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,17961,JN1BV7AP7EM673675,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,17961,JN1BV7AP7EM673675,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,14468,JN1BV7AP9EM675394,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,14468,JN1BV7AP9EM675394,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,18303,JN1BV7AP2EM673681,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,18303,JN1BV7AP2EM673681,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,38879,5N1AL0MN6DC315208,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,20531,JN1BV7APXEM682631,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X2,16344,JN8AZ2NF2F9570934,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29543,JN1BV7AP9EM683351,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29543,JN1BV7AP9EM683351,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,18588,JN1BV7APXEM672648,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,18588,JN1BV7APXEM672648,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,30551,5N1AL0MN9DC313842,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,16246,JN1BV7AP4EM682382,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,16246,JN1BV7AP4EM682382,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,16693,5N1AL0MN9DC327076,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,16693,5N1AL0MN9DC327076,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,17144,JN1BV7AP8EM680666,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,18844,JN1BY1AP6DM510325,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI M37 4X2,18844,JN1BY1AP6DM510325,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,23012,JN1BV7AP8EM675595,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
AUTONATION ACURA STEVENS CREEK,,
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,21069,JN1BV7AP8EM689819,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19932,JN1BV7AP0EM680872,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 AWD V6,19246,JN1BV7AR8EM690986,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 AWD V6,19246,JN1BV7AR8EM690986,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19717,JN1BV7AP4EM670863,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,19717,JN1BV7AP4EM670863,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,20922,JN1CV6APXDM712031,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,43740,5N1AL0MN7DC303360,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,43740,5N1AL0MN7DC303360,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,13562,JN1CV6AP7DM710933,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,Bid,2/24/2016 5:47:31 PM
